prevent		O
any		O
body		O
's		O
eating		O
it		O
.		O
He		O
had		O
been		O
at		O
the		O
pains		O
of		O
consulting		O
Mr.		PERS
Perry		PERS
,		O
the		O
apothecary		O
,		O
on		O
the		O
subject		O
.		O
Mr.		PERS
Perry		PERS
was		O
an		O
intelligent		O
,		O
gentlemanlike		O
man		O
,		O
whose		O
frequent		O
visits		O
were		O
one		O
of		O
the		O
comforts		O
of		O
Mr.		PERS
Woodhouse		PERS
's		O
life		O
;		O
and		O
upon		O
being		O
applied		O
to		O
,		O
he		O
could		O
not		O
but		O
acknowledge		O
-LRB-		O
though		O
it		O
seemed		O
rather		O
against		O
the		O
bias		O
of		O
inclination		O
-RRB-		O
that		O
wedding-cake		O
might		O
certainly		O
disagree		O
with		O
many		O
--		O
perhaps		O
with		O
most		O
people		O
,		O
unless		O
taken		O
moderately		O
.		O
With		O
such		O
an		O
opinion		O
,		O
in		O
confirmation		O
of		O
his		O
own		O
,		O
Mr.		PERS
Woodhouse		PERS
hoped		O
to		O
influence		O
every		O
visitor		O
of		O
the		O
newly		O
married		O
pair		O
;		O
but		O
still		O
the		O
cake		O
was		O
eaten		O
;		O
and		O
there		O
was		O
no		O
rest		O
for		O
his		O
benevolent		O
nerves		O
till		O
it		O
was		O
all		O
gone		O
.		O
There		O
was		O
a		O
strange		O
rumor		O
in		O
Highbury		O
of		O
all		O
the		O
little		O
Perrys		O
being		O
seen		O
with		O
a		O
slice		O
of		O
Mrs.		PERS
Weston		PERS
's		O
wedding-cake		O
in		O
their		O
hands		O
:		O
but		O
Mr.		PERS
Woodhouse		PERS
would		O
never		O
believe		O
it		O
.		O


